bd_swab_id,extraction_plate_id,qpcr_plate_id,result,average_copy_number,average_ct,average_zoospores,comments,standard,master_mix,replicate,qpcr_machine,extraction_kit,extraction_date,qpcr_date,qpcr_lab,extract_lab
160603_a08,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a09,NA,NA,Not in box,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,NA,NA,NA,rz_lab,rz_lab
160603_a10,panama001_ahd,pan061_082519,p,170.12,33.93,68047.38,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a12,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a13,panama001_ahd,pan061_082519,p,154.77,34.06,61909.81,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a14,panama001_ahd,pan061_082519,p,52.55,35.54,21019.07,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a15,panama001_ahd,pan061_082519,p,4.04,39.04,1617.4,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a16,panama001_ahd,pan061_082519,p,2619.48,30.19,1047790.23,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a17,panama001_ahd,pan061_082519,p,575.78,32.26,230310.08,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160603_a19,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160606_a01,panama001_ahd,pan061_082519,p,298.32,33.16,119328.69,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160606_a02,panama001_ahd,pan061_082519,p,196.54,33.73,78617.33,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160606_a04,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160606_a07,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160606_a18,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160609_a09,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160611_g09,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160613_g01,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a02,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a03,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a04,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a05,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a06,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a07,panama001_ahd,pan061_082519,p,34.78,36.1,13912.5,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a08,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a09,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a10,panama001_ahd,pan061_082519,p,120.37,34.4,48147.09,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a11,panama001_ahd,pan061_082519,p,44.85,35.75,17941.77,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a12,panama001_ahd,pan061_082519,p,3.54,39.23,1416.1,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a13,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a14,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a15,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160616_a16,panama001_ahd,pan061_082519,p,164.45,33.98,65778.2,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a01,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a02,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a03,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a04,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a05,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a06,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a07,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_a08,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_e01,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_g01,panama001_ahd,pan061_082519,p,54.3,35.49,21721.99,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160617_g03,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a01,panama001_ahd,pan061_082519,p,20.48,36.83,8190.89,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a02,panama001_ahd,pan061_082519,p,204.43,33.68,81771.86,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a03,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a04,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a05,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a06,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a07,panama001_ahd,pan061_082519,p,2029.62,30.54,811846.04,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a08,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a09,panama001_ahd,pan061_082519,p,13.92,37.35,5569.83,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a10,panama001_ahd,pan061_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a11,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_a12,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160618_e01,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a01,panama001_ahd,pan062_082519,p,5.73,36.29,2291.49,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a02,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a03,panama001_ahd,pan062_082519,p,2845.18,27.79,1138073.63,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a04,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a05,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a06,panama001_ahd,pan062_082519,p,30.54,34,12215.88,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a07,panama001_ahd,pan062_082519,p,6308.47,26.7,2523388.28,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a08,panama001_ahd,pan062_082519,p,3.46,36.98,1382.83,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a09,panama001_ahd,pan062_082519,p,1.63,38.01,650.2,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a10,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a11,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a12,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a13,panama001_ahd,pan062_082519,p,696.76,29.72,278704.22,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a14,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_a15,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160619_g01,panama001_ahd,pan062_082519,p,1.79,37.88,717.79,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a01,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a02,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a03,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a04,panama001_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a05,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a06,panama002_ahd,pan062_082519,p,2.67,37.33,1069.67,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a07,panama002_ahd,pan062_082519,p,21.37,34.49,8549.98,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a08,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a09,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a10,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a11,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a12,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a13,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a14,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a15,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a16,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_a17,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160620_g01,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160621_a01,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160621_a02,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160621_a03,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g02,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g04,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g09,panama002_ahd,pan062_082519,p,27.48,34.14,10990.01,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g10,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g11,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g12,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g13,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g14,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160623_g15,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g01,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g03,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g04,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g05,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g06,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g07,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g08,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g09,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g10,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g11,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g12,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g13,panama002_ahd,pan062_082519,p,14.86,34.98,5945.2,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g15,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g16,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g17,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g19,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g24,panama002_ahd,pan062_082519,p,578.05,29.97,231218.16,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g27,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160624_g28,panama002_ahd,pan062_082519,p,2.17,37.61,869.96,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160625_a09,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160625_a14,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160625_g01,panama002_ahd,pan062_082519,p,3.82,36.84,1528.68,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160625_g02,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160627_a02,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160627_a04,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160627_a05,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
160627_a06,panama002_ahd,pan062_082519,n,NA,NA,NA,NA,pisces,bioline,singley,quantstudio_3,qiagen_dneasy,2019-07-18T00:00:00Z,2019-08-25T00:00:00Z,rz_lab,rz_lab
